,time_for_max_temp_D,max_temp_D,slope_temp_D,time_voltage_measured_below3_D,slope_voltage_measured_D,time_for_max_temp_C,max_temp_C,capacity,remaining_cycles
0,262.891,9.91065265648197,0.01375959341358169,993.094,-5.109260296950248e-05,115.219,6.403115493902467,0.7852781208785192,101
1,942.516,11.741919632471824,0.007010475499304823,2101.594,-0.00035176185452251695,116.89,8.44621929437104,1.3443555553017368,100
2,266.344,8.584971567423972,0.008543267246783257,2039.578,-0.0006586733248192765,116.813,5.9776903062060365,1.317502710734752,99
3,925.515,11.411268349979743,0.006698952414715735,2080.594,-0.0005361926038457965,103.61,8.528742626711567,1.2973654679476911,98
4,374.719,9.150559183934835,0.007930273160782582,1996.141,-0.0005830395458327991,105.094,7.049554112412979,1.263960414854898,97
5,888.593,11.182061780873392,0.006513297414951054,2046.515,-0.0005275054602801691,542.156,7.273848199107512,1.2589496187032136,96
6,1059.938,11.449081670147454,0.006625163058438445,2041.766,-0.0005076109905610012,104.468,9.087202330304287,1.2806197690202599,95
7,917.547,10.947474217400497,0.006141730814752786,2020.89,-0.0005175510878981834,125.625,9.431122338801574,1.2572786868607095,94
8,785.796,10.968122226956313,0.006765796076932806,2023.093,-0.000515398572811064,110.937,8.037045750353991,1.2226260041048898,93
9,,,,1964.5,-0.000588851997978612,172.579,7.4088640082108705,1.2292772249257495,92
10,843.156,10.99807020805556,0.006437244089306565,1992.875,-0.000513482292745396,202.766,7.046793873008169,1.2275780135689456,91
11,518.453,9.99426100344144,0.007541332614344091,1953.516,-0.0004925780272166097,104.422,8.461766241567357,1.2133872888296768,90
12,1002.766,11.244217513610447,0.006304982410439801,1975.172,-0.0005035535379894873,112.86,8.247426053011008,1.230223614493081,89
13,503.61,9.948203823702467,0.007561906409981559,1943.938,-0.0005030576682544455,116.719,8.321324239341173,1.1927530108462678,88
14,283.265,8.789376664590248,0.008729232306135254,1901.906,-0.0005889976174474921,109.328,8.551068546180847,1.1867106635987799,87
15,131.953,7.317511481998192,0.006640995322815164,1891.031,-0.0006074592610630907,620.109,7.952124814211337,1.1914875140242167,86
16,1103.281,11.24237236158583,0.006288583907622818,1941.14,-0.0004803126459628522,125.656,8.154817405095685,1.214178606017816,85
17,983.672,11.079341672833655,0.005963634969337595,1936.188,-0.0004864015200989889,104.203,8.350592590439762,1.2094387558721402,84
18,855.046,10.642182125409386,0.005899674711024269,1936.39,-0.0004907187059700921,119.219,8.410908880466966,1.207072299940321,83
19,496.969,9.564626181967324,0.007014921961323352,1915.782,-0.0004921795360993383,120.718,8.287289768741537,1.162961249391913,82
20,,,,1872.578,-0.0005719440135127465,408.015,7.54379186265809,1.17887968705904,81
21,668.516,10.34476130883574,0.0066615146157441045,2111.828,-0.00039334276051862857,558.485,7.06595326425253,1.2945104146044433,80
22,576.766,10.105667756979246,0.007014961802452774,2067.484,-0.0004493169928145782,103.735,8.435140040642093,1.2602567563003473,79
23,716.671,10.355489640537998,0.006305708247749402,2044.093,-0.0004751369038062267,112.469,8.331438361433795,1.2408721291565108,78
24,847.375,10.67727047810112,0.006064107331201923,2010.844,-0.0004961496524017625,117.26599999999999,8.541468334106554,1.252197340273113,77
25,,,,1955.187,-0.0005043631673520507,339.906,7.323166993105934,1.2279025700477384,76
26,351.359,9.191364625663736,0.008086724866334244,1918.25,-0.0005417239943442231,319.437,6.761810596668708,1.1917170308946994,75
27,428.203,9.64770741974353,0.008022392280861636,1939.922,-0.000491798655078695,105.938,8.415259792252352,1.1858570240011006,74
28,537.656,9.934164760071404,0.007097935064635057,1958.203,-0.000505670935998653,107.23400000000001,8.34859618114999,1.1840938286611427,73
29,982.75,10.949121112390207,0.005838437893130122,1922.172,-0.0005035502682543775,104.453,7.99225531011859,1.2059829135917657,72
30,379.641,9.1394897782309,0.007595398423889519,1921.563,-0.0005352509019365368,108.969,8.33901745843505,1.165428493679393,71
31,,,,1860.344,-0.0005570461506692373,740.547,7.970312887397257,1.1790060613193858,70
32,731.657,10.350402490763512,0.006152466607198266,1922.157,-0.0004887640844355342,107.734,8.582646748622683,1.2013113747183153,69
33,119.953,7.314121617654465,0.006675210846319311,1842.25,-0.000601860904555883,104.64099999999999,8.799539167468486,1.165597803317432,68
34,681.828,10.318395709783369,0.006460000390298622,1903.75,-0.0005086914465056963,162.484,8.380822484304256,1.180303335055002,67
35,,,,1832.828,-0.0005561256351620975,,,1.1658134189695046,66
36,742.282,10.108947329878397,0.005682752053283576,1884.266,-0.000507074988178862,288.219,7.235687442520637,1.1763960515773761,65
37,366.984,9.214926590763827,0.007958190041504803,1870.266,-0.0005247114827286877,104.563,8.450273702200832,1.1458325512940766,64
38,,,,1844.031,-0.0005108984996288013,105.657,6.304824379742489,1.167557759980296,63
39,514.438,9.84450720198559,0.007099309332831554,1893.078,-0.0005053676560307963,110.75,8.336154812445768,1.145636654711916,62
40,77.67099999999999,6.692567955146155,0.001490316918755991,1797.515,-0.0005963829028627179,125.094,8.868774662342876,1.1443667002824445,61
41,948.3600000000006,10.756911288653734,0.00558253508301389,1840.202999999994,-0.0005033386836286669,464.734,7.611084836384622,1.1605177686388095,60
42,316.89,8.893951259089539,0.008038995528661323,1925.734,-0.0004813071411857917,444.375,7.019024015786047,1.2272013042602479,59
43,967.641,10.815369455487323,0.005668761599188442,1968.672,-0.00046110031147388064,115.563,8.509597678681216,1.2454797202045476,58
44,318.328,8.694909553718771,0.0073770604741779594,1913.094,-0.0005438496625429876,116.094,8.465001221547723,1.1722288849037228,57
45,1166.203,11.103999360480683,0.005991662588142936,1886.969,-0.0004918444936499415,107.297,6.2492689739598335,1.1953514999944956,56
46,893.672,10.603353538766656,0.005610934061436317,1892.313,-0.0004917606605165468,131.906,8.008649899940094,1.1919514716203925,55
47,886.437,10.57795900008008,0.005541778937657936,1895.062,-0.00039150857898161915,613.594,7.650340309024983,1.2296223665252586,54
48,923.969,10.680909707369514,0.005528151739530751,2013.75,-0.0004633468804548479,117.375,8.719753113586641,1.2774519419396988,53
49,638.125,10.050771396691111,0.006150734412377308,1984.0310000000027,-0.0004920631616721586,114.359,8.76834817951558,1.2433879751668584,52
50,763.656,10.337868375624124,0.005810602866725795,1949.078,-0.0004941082571823328,111.703,8.790440155100143,1.230802542912592,51
51,743.75,10.221151489056837,0.005805209019061008,1932.719,-0.0004983597507307608,108.219,8.655707223430735,1.2162358534094664,50
52,791.0,10.431280860814372,0.005793100776207119,1906.969,-0.0004990852013259887,565.094,7.65440011448271,1.2088335726499548,49
53,1140.672,11.09888656499307,0.00548254629483243,1869.203,-0.0004809163491297141,,,1.1946181162240357,48
54,,,,1829.891,-0.0005112324816619819,120.328,9.131394021691102,1.1734248134794991,47
55,326.234,8.513294847868774,0.006560322045270346,1881.0939999999973,-0.000556977038273549,121.125,8.408866842855758,1.1404596305913128,46
56,790.969,10.396927518040037,0.005631903478438224,1865.937,-0.0005075634658768099,108.485,7.917554036119602,1.1821716406845988,45
57,,,,1803.672,-0.0005209474725769648,492.093,7.0655189542796135,1.1480663382055174,44
58,659.156,10.110597215496163,0.006049264520209316,1865.875,-0.0004957378783118344,110.453,8.621919750169646,1.1825381935034152,43
59,,,,1803.578,-0.0004986501853918075,116.23400000000001,9.169492254456571,1.1552092862846601,42
60,285.406,8.296253277787736,0.006495302205410691,1844.109,-0.000580096131240254,107.531,8.409281461964905,1.1216816712671696,41
61,803.359,10.40444312160904,0.005532434066307674,1826.891,-0.0005063726258825275,136.14,7.74016711676288,1.162666262561457,40
62,44.858999999999995,4.56404757588783,-0.010420631884238883,1766.203,-0.0005660685284096007,723.813,7.518268529352796,1.124695615744926,39
63,718.172,10.244337324385668,0.005848871324291545,1831.61,-0.0004993247217157006,105.922,8.241340088552246,1.1664177948797931,38
64,,,,1773.141,-0.0005033609136340228,106.266,9.20713826400903,1.1346745156379465,37
65,56.734,6.852932309536525,0.002904174922425884,1792.469,-0.000619496084892012,106.953,8.527321282560722,1.1012231317092755,36
66,582.906,10.012011595260628,0.006536760851072135,1822.656,-0.0005102534075337192,131.719,8.702396359741718,1.1560733948472832,35
67,923.719,10.747385435495197,0.005457137561312843,1790.422,-0.0005055652740670781,325.953,6.958111343908657,1.1385609898764002,34
68,,,,1797.406,-0.0004975519793660923,658.438,7.375879933023624,1.1757265448773706,33
69,858.125,10.584345228200803,0.005468317960169261,1870.75,-0.0004784249165880944,154.625,7.8142419904171625,1.1969385632452556,32
70,46.5,6.584037746767572,-0.0013383360600716695,1819.422,-0.0006045301302545956,106.406,8.647922822457609,1.1267457988726266,31
71,876.641,10.486034548985575,0.005260060751145511,1825.281,-0.0005033839963859564,117.953,6.460382834703196,1.1601031368559531,30
72,367.109,9.144614593725104,0.007445586587554681,1841.406,-0.0005365780749740726,107.688,8.703281997138651,1.1361458729690275,29
73,1071.203,11.022782421573798,0.005263288019950952,1763.375,-0.0004995773653445458,479.515,7.195026536753383,1.1397253894261876,28
74,739.765,10.376315428076616,0.005778142184018412,1816.219,-0.00051279071506829,139.578,7.7645400873433434,1.1560010024767575,27
75,,,,1750.015,-0.0005203709523860992,109.781,9.205727086044364,1.126818619026835,26
76,335.407,8.930987357037028,0.007457683401291846,1814.922,-0.0005692523879614966,110.532,8.560775156365237,1.116688355680394,25
77,1035.531,10.973251147371771,0.005332170404927807,1760.015,-0.0005198483327325381,106.047,8.021851823937894,1.1330613197666846,24
78,167.422,7.68111979120877,0.0068866481730184255,1789.031,-0.0006300576839044842,288.344,7.269519685820122,1.0893839897995972,23
79,,,,1708.375,-0.0005161765191263913,107.5,9.162359998680149,1.1120836459259367,22
80,411.532,9.367095337701478,0.007125506660445709,1797.328,-0.0005436003832416444,118.781,8.808113649801786,1.1279950254648337,21
81,632.484,10.03367729235502,0.006130659329738466,1779.484,-0.0005317126720510561,124.938,8.700271081281375,1.1386774565024178,20
82,731.6410000000033,10.185082453748755,0.00563642421411339,1770.375,-0.0005326965405142406,109.75,8.193986624913471,1.1271136962200643,19
83,1175.125,11.18198805044534,0.00523497745012517,1726.188,-0.0005255457369269803,458.063,7.136822738546211,1.1101508869653747,18
84,687.093,10.20896389583552,0.005955864038713322,1769.328,-0.0005200685858511048,137.687,8.297999722782766,1.1344632260422465,17
85,,,,1709.312,-0.000524856354911599,105.968,9.362312929157177,1.108458756302863,16
86,232.344,8.054795693749195,0.00656105747401526,1762.625,-0.000615652911712059,106.531,8.46596207179945,1.0768220870214844,15
87,555.984,9.947735956663912,0.006514171851122573,1756.766,-0.0005373057625002231,107.172,8.63000063340286,1.128398212919817,14
88,1012.594,10.854446959738324,0.005243907916454041,1722.563,-0.0005219711842207046,970.828,8.158505213641023,1.1066350346531368,13
89,981.625,10.710930411787851,0.005217395195556218,1939.219,-0.00043549002322137623,899.953,8.052165795157592,1.271609072217319,12
90,685.235,10.194037509301518,0.005844725297765537,1933.578,-0.0004864547792207806,115.0,8.813784881857048,1.2415767175377967,11
91,,,,1823.594,-0.000571015218638543,105.86,9.04446980240254,1.174652904422814,10
92,650.312,9.930579912131208,0.005707568036538933,1867.25,-0.000514934384597387,109.969,8.819503968046003,1.1989389885187762,9
93,224.453,8.14775254960874,0.007118060131169852,1871.328,-0.0006094735709745702,110.953,8.655499858411618,1.1461398965188563,8
94,,,,1764.25,-0.0005609570828072708,,,1.129224378671885,7
95,,,,1804.64,-0.0005939686117649437,135.063,8.554736750275627,1.1103432888019913,6
96,1023.234,10.990051180871147,0.005294662373258962,1783.172,-0.0005135372248324075,106.907,8.63762616885062,1.153909472897475,5
97,328.187,8.905383556521228,0.007373456083867819,1828.187,-0.0005701017035027204,107.25,8.743739338788249,1.1302191455340138,4
98,,,,1730.4370000000054,-0.0005213957592153059,107.968,9.308852254003584,1.1258719408034097,3
99,470.609,9.60176822730186,0.006926611885705426,1799.062,-0.0005310949834611864,684.313,7.95291881631666,1.1430108283920968,2
100,435.406,9.474135073578099,0.007005458735992579,1812.281,-0.0005236588049901933,110.094,8.857151487252652,1.1372731775310292,1
101,1103.328,11.03829007063711,0.005172862682457967,1746.234,-0.0005208706081881112,109.625,9.447414422248835,1.1290590137779504,0
