,time_for_max_temp_D,max_temp_D,slope_temp_D,time_voltage_measured_below3_D,slope_voltage_measured_D,time_for_max_temp_C,max_temp_C,capacity,remaining_cycles
0,1703.438,17.700710235479104,0.008858572090024486,1236.094,-0.00022744626619199988,981.0,8.443473869556119,0.8631448527758341,2
1,2291.062,13.909574087149135,0.008896545876935929,2604.437,-0.00045106601086840337,101.656,15.934549085751852,1.648789607776492,1
2,2297.109,13.446024719671247,0.007965166911542771,2606.516,-0.0005480461017912648,101.172,15.800257199430597,1.601636485397804,0
3,1798.563,6.4011453053646346,0.005864864921722422,,0.007473588771570865,1294.297,6.724517986368958,0.03255841710834194,-1
4,2187.484,15.302852089808672,0.011709647114141747,4203.844,0.0007339434699663007,103.07900000000001,20.467248430293456,2.6401491157387014,-2
5,2053.312,14.929599050938169,0.008582307659168382,2243.484,-0.0005348716391033523,100.64,16.42632656807453,1.359027658891632,-3
6,2300.0,15.89652841225252,0.00632270238267302,2229.25,-0.0006559026698553501,100.422,15.900180775225975,1.3742172692238257,-4
7,2016.453,14.835331891209199,0.008428936456354348,2220.203,-0.0006298566842489727,102.59299999999999,16.17646869730526,1.3528030430821978,-5
8,2295.015,15.74520179257566,0.006005281764936327,2212.922,-0.0006383322905577172,1498.156,8.879271504318238,1.3607406193458433,-6
9,1003.125,13.197586085921479,0.007529478948958253,962.25,-0.0006004616139417018,572.234,8.211988318505453,0.5268786924650971,-7
10,2291.375,15.437586030644422,0.010547972128483622,2322.437,-0.0010213743442482222,101.703,15.2747113736206,1.4002714246164416,-8
11,2248.734,17.48889585264454,0.009251265452400396,1843.234,-0.0009407963095978638,102.031,15.59743264713612,1.4289274755270827,-9
12,1884.063,6.551221615108073,0.018435038157876595,,0.0017585794563082743,1367.89,8.961275732612533,0.07658354174014805,-10
13,1133.954,18.155212967925518,0.015046977898475278,551.344,-0.0007324448614271579,921.954,8.772663828552755,0.5736933387569048,-11
14,1000.891,9.858076427142986,0.012252703402095272,503.047,-0.0010088459434152118,819.156,8.60650728510539,0.3014742035427856,-12
15,1002.234,7.562268186280673,0.016400765127361296,508.906,-0.008037465173502654,375.891,6.73523647444828,0.17956542632321462,-13
16,2294.593,19.132243971379143,0.006149015753362182,1878.672,-0.00017059580156847653,103.813,15.77131847919152,1.179168781562907,-14
17,1000.875,7.265568539878086,0.01648202972965662,,0.001723187386464816,717.625,7.746266472901853,0.0961913170505672,-15
18,1010.421,10.293043468616338,0.017422102104257285,502.343,-0.0013831106035643089,1330.25,8.921226777944328,0.27808517709104497,-16
19,1332.187,6.6283285313680995,-0.0007310540280622546,,0.00861800903085772,939.484,6.785273247456854,0.0,-17
20,1726.39,6.403583535394916,0.0011136310426865916,501.781,-3.8658488447115364e-05,108.75,6.608959383186557,0.0,-18
21,1224.516,6.606324237240683,0.0010775993228556518,504.266,-5.62106178001384e-06,849.797,6.591699325981453,0.0,-19
22,1697.844,6.429543591641543,0.001140693062886763,506.516,-1.1281516667742655e-05,682.813,6.563201825419449,0.0,-20
