,time_for_max_temp_D,max_temp_D,slope_temp_D,time_voltage_measured_below3_D,slope_voltage_measured_D,time_for_max_temp_C,max_temp_C,capacity,remaining_cycles
0,3690.234,39.16298653238707,0.004033733097157303,3608.594,-0.0003105197768151664,1058.438,27.35587045298397,2.035337591005598,100
1,3672.344,39.2462026826329,0.003975006716275202,3590.797,-0.00031042356365511243,3894.328,29.0337962064824,2.0251402460314116,99
2,3651.641,38.999202460252846,0.00391471799698521,3590.594,-0.00031362092240666355,3852.281,29.14736612824508,2.013326371345464,98
3,3631.563,38.843627771866515,0.0039082688835111595,3570.532,-0.0003140603934348202,3841.531,29.07116678794935,2.0132846655407413,97
4,3629.172,38.97798888258284,0.00395235681380523,3547.922,-0.00031409592341769243,3840.75,28.970614882998717,2.000528337624771,96
5,3652.281,38.83989920742278,0.003969163271682225,3591.188,-0.00031949482936518046,3775.375,28.91827017880771,2.0138990759931645,95
6,3650.828,39.04610837498471,0.00400324583506537,3569.391,-0.00032008516316142,3777.75,29.052880630493817,2.013101105626967,94
7,3572.453,38.87507521022778,0.0039817569996851146,3511.578,-0.00031569565023085533,3738.359,29.134615437589336,1.9687898262728398,93
8,3550.594,38.7260539826455,0.003988368445984765,3489.594,-0.00031667499930410406,3745.547,29.049755003019545,1.9681661764334244,92
9,3551.25,38.98629728904917,0.00407204872717172,3470.047,-0.0003170754286138162,3703.172,28.9923554392543,1.9572307917560536,91
10,3530.25,38.65978861919643,0.004035901417771271,3469.563,-0.00031891792850134357,3674.516,28.920292705109954,1.9455991514129352,90
11,3491.016,38.84979195732924,0.004062921621854712,3430.375,-0.0003191444799860618,3076.641,29.10868666084271,1.9347505044841131,89
12,3470.281,38.75128344015104,0.0040106207122468035,3409.75,-0.0003188494235341858,3611.375,29.155876358337732,1.9232799539368028,88
13,3470.0,38.76853764058789,0.004074319177378058,3409.656,-0.0003195172656767121,3560.3429999999935,29.062303469473157,1.911889930948487,87
14,3450.297,38.84686112344348,0.004169190502777953,3370.094,-0.00032144209006398634,3561.86,28.96053149543869,1.9010667141979305,86
15,3429.407,38.865889781652804,0.004256470191059734,3349.297,-0.0003227172381539718,3549.766,28.88826136652741,1.8891989948061458,85
16,3409.484,38.647578733807656,0.004192089061611413,3349.641,-0.0003241463017540374,3553.765,28.83061741332815,1.878278372248849,84
17,3390.422,38.79218188173866,0.004249595728830507,3330.344,-0.00032521481812916266,3505.813,28.868471825179356,1.8675697161520206,83
18,3390.281,38.77022223929529,0.004219222415151928,3310.219,-0.00032598871885971924,3489.891,28.916066060389067,1.8675892574453767,82
19,3591.734,37.54320599748628,0.0036282180931446195,3510.406,-0.0003080342291700529,3443.609,28.597753861232963,1.979626548250818,81
20,3552.297,37.90362577530197,0.003657644122201767,3491.235,-0.0003098610643249367,3770.672,28.999939091310562,1.9575499080884022,80
21,3531.578,37.6701605139887,0.0037094161476744054,3470.828,-0.00031260644445578353,3688.406,28.954767078368718,1.9458150170787551,79
22,3492.907,37.34166959188387,0.0037550658195241184,3432.297,-0.000314572356655808,3668.344,28.573880662844978,1.9242461121680094,78
23,3511.594,37.28979017254232,0.003773398685609996,3450.781,-0.00031977489507848035,3615.188,28.35410437907863,1.9459811331421641,77
24,3431.9370000000054,37.16794481484507,0.003832296811345318,3371.797000000006,-0.00031820579565351145,3582.047,28.29238390325409,1.901407930553079,76
25,3431.125,37.51577848501052,0.003967201736124442,3330.891,-0.0003195876109270898,3535.703,28.21188042033004,1.878674213680085,75
26,3412.406,37.24165964092258,0.003934107647980181,3332.343,-0.0003206784234313153,3498.484,28.181745758886848,1.8683061328264219,74
27,3390.531,37.27233216178077,0.003984552242255818,3310.531,-0.00032125178515135007,3423.36,28.075949119303758,1.8560244070082998,73
28,3350.25,37.207134503019795,0.004008419330154676,3270.734,-0.00032326704704500176,3450.859,28.099632347736115,1.8451997961855777,72
29,3392.719,37.49607769896255,0.004047022433407082,3312.734,-0.0003273970109717039,3400.594,28.15103439695118,1.857228890885317,71
30,3470.672,37.250073961181094,0.00389105121036913,3402.797,-0.00031486121238883687,3412.875,28.39475478203679,1.9247760889090635,70
31,3394.531,37.39699052067588,0.0038889819947371916,3327.375,-0.00032243934107737375,1059.578,23.80050280428513,1.8822317526092551,69
32,3355.984,37.2852066420257,0.003966565049393274,3289.156,-0.00032540047766191,3540.312,28.482333092467393,1.855276687885587,68
33,3346.938,37.080390421974414,0.004051533861332486,3260.953,-0.0003288484036450396,3383.937,28.58710834674342,1.8392508917181876,67
34,3309.828,36.98024266357476,0.00406389992834814,3214.953,-0.00032999924735242244,3420.5,28.294010828400918,1.8185396073994429,66
35,3280.875,37.598741245467004,0.004160802691056194,3205.031,-0.00033256467887764186,3355.172,27.970800137688457,1.8134770059567056,65
36,3261.735,37.33680914521836,0.00417328147553175,3176.516,-0.00033388275616348916,3298.187,28.158791899243404,1.7971018450305436,64
37,3233.11,37.39499820465976,0.004294726779773956,3148.078,-0.0003362276384428496,3309.954,28.40104385792931,1.7810046294120476,63
38,3215.125,37.35233964342659,0.00438326710218138,3130.25,-0.0003384334651823628,3234.187,28.132231098068214,1.7710130422682329,62
39,3185.766,37.58677381866742,0.004449439081529396,3110.906,-0.0003393536704759333,3243.687,27.966969935040385,1.7604712448170943,61
40,3176.766,38.207044569893476,0.004474100178068375,3092.329,-0.00034054212675801705,3121.594,27.75957410527405,1.7502913788006587,60
41,3147.844,38.340431886092745,0.004484019144091465,3063.625,-0.00034243890636077374,3204.265,28.315119077831064,1.7394925037732578,59
42,3207.812,38.521539672721865,0.004548252473978342,3109.859,-0.0003379431056101578,3147.5,28.759435057679752,1.7546766553637203,58
43,3205.937,38.03707160241571,0.0044402666417636665,3111.5,-0.000341643637217022,3128.359,28.681906125997056,1.7659390941842175,57
